date_time,date,A1,A2,nudge
2020年2月21日 13時36分44秒,2020年2月21日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月21日 13時42分26秒,2020年2月21日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 14時13分03秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 14時32分10秒,2020年2月21日,絶対に受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月21日 14時32分57秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 14時59分45秒,2020年2月21日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月21日 15時25分59秒,2020年2月21日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 15時58分04秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 16時13分06秒,2020年2月21日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月21日 16時18分58秒,2020年2月21日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 16時19分54秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月21日 16時20分04秒,2020年2月21日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月21日 16時43分22秒,2020年2月21日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月21日 16時53分05秒,2020年2月21日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 17時01分42秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 17時03分22秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 17時22分01秒,2020年2月21日,どちらとも言えない,調べない,介入群③（７月・１１月・３月生まれ）
2020年2月21日 17時37分13秒,2020年2月21日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月21日 17時44分51秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 17時56分05秒,2020年2月21日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月21日 18時06分18秒,2020年2月21日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 19時25分36秒,2020年2月21日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月21日 19時26分17秒,2020年2月21日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 19時27分34秒,2020年2月21日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月21日 19時29分08秒,2020年2月21日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月21日 19時52分52秒,2020年2月21日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 20時18分47秒,2020年2月21日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 20時28分23秒,2020年2月21日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月21日 20時34分12秒,2020年2月21日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月21日 20時37分56秒,2020年2月21日,受ける,調べない,介入群③（７月・１１月・３月生まれ）
2020年2月21日 20時45分12秒,2020年2月21日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 20時53分06秒,2020年2月21日,すでに受けた,調べない,統制群（４月・８月・１２月生まれ）
2020年2月21日 20時59分21秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月21日 21時04分58秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 21時05分56秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月21日 21時17分41秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 21時20分28秒,2020年2月21日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 21時26分10秒,2020年2月21日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 21時39分45秒,2020年2月21日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月21日 22時22分29秒,2020年2月21日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 22時31分26秒,2020年2月21日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 22時34分46秒,2020年2月21日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 22時44分47秒,2020年2月21日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 22時48分52秒,2020年2月21日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 22時52分32秒,2020年2月21日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 22時57分47秒,2020年2月21日,すでに受けた,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年2月21日 22時59分45秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月21日 23時03分12秒,2020年2月21日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月21日 23時05分21秒,2020年2月21日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 23時07分38秒,2020年2月21日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月21日 23時12分49秒,2020年2月21日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月21日 23時13分54秒,2020年2月21日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月21日 23時17分37秒,2020年2月21日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 23時20分05秒,2020年2月21日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 23時21分46秒,2020年2月21日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月21日 23時37分14秒,2020年2月21日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月21日 23時50分48秒,2020年2月21日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月21日 23時52分32秒,2020年2月21日,どちらとも言えない,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月22日 00時42分17秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 01時11分48秒,2020年2月22日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 01時13分35秒,2020年2月22日,どちらとも言えない,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 01時15分54秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 01時34分21秒,2020年2月22日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 01時42分49秒,2020年2月22日,どちらとも言えない,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 01時50分14秒,2020年2月22日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月22日 01時56分43秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 02時05分14秒,2020年2月22日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 03時11分13秒,2020年2月22日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月22日 03時28分59秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 04時10分46秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 04時28分44秒,2020年2月22日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 04時32分39秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 04時49分31秒,2020年2月22日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 04時53分38秒,2020年2月22日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月22日 05時13分35秒,2020年2月22日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月22日 05時47分49秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 05時53分17秒,2020年2月22日,どちらとも言えない,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 05時57分31秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 06時04分25秒,2020年2月22日,どちらとも言えない,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月22日 06時06分55秒,2020年2月22日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 06時08分52秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 06時10分56秒,2020年2月22日,すでに受けた,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年2月22日 06時32分58秒,2020年2月22日,絶対に受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月22日 06時44分49秒,2020年2月22日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 06時47分11秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 06時48分29秒,2020年2月22日,絶対に受ける,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年2月22日 07時07分19秒,2020年2月22日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月22日 07時09分14秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 07時11分16秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 07時34分53秒,2020年2月22日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 07時37分55秒,2020年2月22日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 07時57分34秒,2020年2月22日,受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月22日 07時58分28秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 08時33分59秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 08時37分16秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 08時41分06秒,2020年2月22日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月22日 08時51分28秒,2020年2月22日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 09時39分33秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 09時58分58秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 10時12分37秒,2020年2月22日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 10時14分31秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 10時24分46秒,2020年2月22日,絶対に受ける,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月22日 10時33分45秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 10時39分55秒,2020年2月22日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 10時56分30秒,2020年2月22日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 11時13分04秒,2020年2月22日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 11時18分01秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 11時18分23秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 11時33分12秒,2020年2月22日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 11時34分18秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 11時44分14秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 11時52分01秒,2020年2月22日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 12時03分28秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 12時05分56秒,2020年2月22日,受けない,調べない,介入群②（６月・１０月・２月生まれ）
2020年2月22日 12時08分15秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 12時15分36秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 12時35分45秒,2020年2月22日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 12時44分40秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 12時50分15秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 13時00分00秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 13時02分51秒,2020年2月22日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 13時37分53秒,2020年2月22日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 13時40分05秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 13時58分05秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 14時03分09秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 14時07分04秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 14時11分07秒,2020年2月22日,受けない,調べない,介入群②（６月・１０月・２月生まれ）
2020年2月22日 14時15分20秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 14時46分26秒,2020年2月22日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 14時59分40秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 15時09分12秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 15時14分14秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 15時25分56秒,2020年2月22日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 15時31分27秒,2020年2月22日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 16時20分18秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 16時30分12秒,2020年2月22日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月22日 16時33分11秒,2020年2月22日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 16時41分51秒,2020年2月22日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月22日 16時54分06秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 17時03分41秒,2020年2月22日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月22日 17時05分21秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 17時16分22秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 18時03分38秒,2020年2月22日,受ける,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月22日 18時32分05秒,2020年2月22日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 18時37分57秒,2020年2月22日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 18時39分17秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 18時41分39秒,2020年2月22日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月22日 18時42分04秒,2020年2月22日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月22日 18時56分38秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 19時10分41秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 19時18分43秒,2020年2月22日,すでに受けた,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年2月22日 19時32分12秒,2020年2月22日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 19時37分17秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 19時40分38秒,2020年2月22日,すでに受けた,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月22日 19時48分49秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 19時49分17秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 19時53分04秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 19時53分57秒,2020年2月22日,絶対に受ける,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年2月22日 20時01分15秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 20時08分23秒,2020年2月22日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月22日 20時13分35秒,2020年2月22日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月22日 20時34分42秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 20時35分35秒,2020年2月22日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 20時56分28秒,2020年2月22日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月22日 21時20分19秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 21時42分48秒,2020年2月22日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月22日 21時43分46秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 21時55分59秒,2020年2月22日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 22時01分47秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 22時11分36秒,2020年2月22日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 22時11分41秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 22時16分43秒,2020年2月22日,どちらとも言えない,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 22時22分02秒,2020年2月22日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 22時34分03秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 22時37分48秒,2020年2月22日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 22時41分38秒,2020年2月22日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 22時44分16秒,2020年2月22日,どちらとも言えない,調べる,介入群①（５月・９月・１月生まれ）
2020年2月22日 22時49分45秒,2020年2月22日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月22日 23時03分13秒,2020年2月22日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 23時04分28秒,2020年2月22日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月22日 23時14分18秒,2020年2月22日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 23時16分19秒,2020年2月22日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月22日 23時27分09秒,2020年2月22日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月22日 23時47分48秒,2020年2月22日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月23日 00時32分37秒,2020年2月23日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 00時44分54秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 01時45分16秒,2020年2月23日,どちらとも言えない,どちらとも言えない,介入群②（６月・１０月・２月生まれ）
2020年2月23日 01時47分02秒,2020年2月23日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 04時50分21秒,2020年2月23日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月23日 05時20分07秒,2020年2月23日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月23日 05時25分34秒,2020年2月23日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 05時39分04秒,2020年2月23日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月23日 06時02分31秒,2020年2月23日,すでに受けた,すでに調べた,介入群③（７月・１１月・３月生まれ）
2020年2月23日 06時15分52秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 06時46分26秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月23日 06時58分07秒,2020年2月23日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 07時04分16秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 07時04分33秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 07時07分48秒,2020年2月23日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 07時19分04秒,2020年2月23日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月23日 07時33分18秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 07時45分08秒,2020年2月23日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 07時50分09秒,2020年2月23日,受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 07時56分12秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 08時00分48秒,2020年2月23日,絶対に受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 08時27分47秒,2020年2月23日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 08時28分57秒,2020年2月23日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月23日 08時42分38秒,2020年2月23日,絶対に受ける,調べない,統制群（４月・８月・１２月生まれ）
2020年2月23日 08時50分42秒,2020年2月23日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 08時57分56秒,2020年2月23日,受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月23日 09時01分35秒,2020年2月23日,絶対に受ける,調べる,介入群①（５月・９月・１月生まれ）
2020年2月23日 09時04分28秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 09時17分16秒,2020年2月23日,絶対に受けない,絶対に調べない,介入群②（６月・１０月・２月生まれ）
2020年2月23日 09時23分36秒,2020年2月23日,受けない,どちらとも言えない,介入群①（５月・９月・１月生まれ）
2020年2月23日 09時46分00秒,2020年2月23日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月23日 09時51分50秒,2020年2月23日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 09時52分19秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 10時02分20秒,2020年2月23日,どちらとも言えない,どちらとも言えない,介入群③（７月・１１月・３月生まれ）
2020年2月23日 10時03分47秒,2020年2月23日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 10時29分59秒,2020年2月23日,受ける,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月23日 10時31分39秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 10時33分30秒,2020年2月23日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 10時48分48秒,2020年2月23日,どちらとも言えない,すでに調べた,介入群②（６月・１０月・２月生まれ）
2020年2月23日 10時56分14秒,2020年2月23日,どちらとも言えない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月23日 11時11分38秒,2020年2月23日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 11時20分17秒,2020年2月23日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 11時27分41秒,2020年2月23日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 11時34分08秒,2020年2月23日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 11時45分11秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月23日 12時10分12秒,2020年2月23日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 12時17分00秒,2020年2月23日,絶対に受ける,絶対に調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 12時22分50秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 12時32分37秒,2020年2月23日,どちらとも言えない,調べない,介入群③（７月・１１月・３月生まれ）
2020年2月23日 12時37分36秒,2020年2月23日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 12時39分11秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 12時56分14秒,2020年2月23日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 13時21分04秒,2020年2月23日,絶対に受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 13時23分52秒,2020年2月23日,どちらとも言えない,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 13時34分23秒,2020年2月23日,受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 13時43分01秒,2020年2月23日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 14時40分07秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群①（５月・９月・１月生まれ）
2020年2月23日 14時40分26秒,2020年2月23日,すでに受けた,すでに調べた,介入群①（５月・９月・１月生まれ）
2020年2月23日 15時02分23秒,2020年2月23日,受けない,どちらとも言えない,統制群（４月・８月・１２月生まれ）
2020年2月23日 15時07分34秒,2020年2月23日,すでに受けた,すでに調べた,統制群（４月・８月・１２月生まれ）
2020年2月23日 15時30分10秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 15時30分11秒,2020年2月23日,受ける,調べる,統制群（４月・８月・１２月生まれ）
2020年2月23日 15時39分11秒,2020年2月23日,絶対に受ける,絶対に調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 15時57分13秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 16時44分19秒,2020年2月23日,受ける,調べる,介入群③（７月・１１月・３月生まれ）
2020年2月23日 16時44分30秒,2020年2月23日,絶対に受ける,調べる,介入群②（６月・１０月・２月生まれ）
2020年2月23日 16時56分01秒,2020年2月23日,受ける,どちらとも言えない,介入群①（５月・９月・１月生まれ）
